City,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Downieville,145947.2,142898.7,141607.7,152434.8,168449.6,180167.2,183668.4,195757.3,217908.7,235786.6
Doyle,77425.5,75464.3,76907.4,75729.9,71546.2,80024.7,92867.0,110501.4,132772.1,138957.7
Duarte,352392.0,328063.3,315163.8,363798.9,413849.7,436405.1,451462.0,485995.8,534258.0,550633.2
Dublin,585684.6,549629.1,534311.4,634260.2,747552.9,828777.3,899540.2,938801.9,1008303.4,984413.7
Dunlap,200116.1,176977.7,165175.6,180121.0,194836.6,221447.7,241007.3,258681.3,269687.5,277223.7
Dunsmuir,105630.5,101034.0,100053.0,110263.2,117827.6,123473.7,131341.4,139115.7,152832.8,173502.0
Durham,307665.7,281199.1,274916.2,300522.0,332945.1,356398.9,384352.7,411238.5,439191.1,490520.7
Dutch Flat,186883.5,149904.0,143192.5,165596.3,188538.4,211523.7,229288.4,252306.4,274256.9,284434.7
Earp,171700.4,151448.8,123730.8,121645.9,133634.3,141997.4,140358.5,152973.3,175107.3,166033.3
East Los Angeles,226769.6,214247.9,209218.3,243571.7,290639.0,319533.7,338453.5,381229.6,439887.6,468923.8
East Palo Alto,291107.8,269367.1,293979.1,394908.2,493778.9,599651.0,722853.9,810762.7,991118.5,993067.9
Eastvale,373672.1,363826.2,356111.3,417832.8,484182.2,502073.3,515342.4,540741.2,590227.4,599277.7
Edwards,52585.4,43244.2,38335.0,44339.4,55230.6,56681.0,52405.7,65219.2,80128.4,94657.7
El Cajon,334617.0,311995.5,311426.6,356823.1,399327.3,427277.6,461535.4,493438.0,520706.3,531501.7
El Centro,131994.9,125269.0,134695.8,148529.1,168207.5,182664.2,198753.7,212295.8,224698.3,241274.6
El Dorado,301705.6,269002.4,252234.9,288790.6,326455.8,354229.3,390335.7,422913.2,453746.2,464523.9
El Dorado Hills,437670.7,417963.2,409205.4,471945.6,521709.7,543206.1,570693.6,599598.1,632391.3,661513.5
El Monte,321057.4,303357.4,289265.5,336136.7,382841.1,402090.9,411833.9,453912.7,512909.8,528168.2
El Segundo,679394.3,648612.9,635954.2,724731.4,790042.8,834028.7,871307.0,962548.7,1128550.3,1169974.8
Elk Grove,231942.8,218129.5,216158.8,272007.9,317502.9,338873.9,366455.4,397682.0,433326.4,443739.2
Elverta,174176.1,156358.2,151132.9,190768.4,231883.0,257210.5,286360.4,320119.6,347693.3,362231.6
Emerald Lake Hills,1171208.7,1110704.2,1146633.3,1360715.5,1576295.7,1789579.5,1946435.2,2021369.7,2224232.5,2195188.1
Emeryville,302749.9,255495.2,240891.5,297056.6,362697.7,416361.2,481954.2,519083.8,561446.0,577114.8
Encinitas,684637.6,646374.6,653111.8,739384.6,834948.6,901727.6,970448.4,1036099.4,1091882.0,1119161.5
Escalon,229309.4,204969.9,202459.4,238554.1,287465.3,316935.2,348001.2,379185.9,409087.9,423382.9
Escondido,320736.8,308874.7,305591.4,358402.7,408273.2,437048.3,470560.8,502939.7,528855.1,541217.3
Esparto,177470.2,167866.7,157045.9,180236.9,213904.1,235247.0,262453.2,293453.3,322974.0,338379.2
Etna,148450.5,142559.2,140917.8,147558.1,162889.7,169304.3,180361.4,186578.0,196338.7,210793.7
Eureka,280648.9,271933.5,250825.4,254921.9,263718.9,271658.2,291005.6,315049.8,332728.3,350557.6
Exeter,165319.2,147212.3,145263.5,163658.9,180445.4,190212.8,202739.1,222569.4,237609.2,249496.7
Fair Oaks,287122.0,257455.1,251297.7,300511.9,341735.5,363055.2,387068.6,414993.7,444911.1,459785.7
Fairfax,580061.9,532667.5,542153.1,653082.9,727413.9,812294.8,873233.5,925774.1,989421.8,991463.5
Fairfield,223137.9,211409.6,204555.3,253802.8,316326.3,346999.2,380379.0,413915.1,450093.0,462596.5
Fallbrook,379116.3,356340.9,353797.0,408468.1,457850.9,484708.5,512713.6,545957.7,580138.3,583407.0
Farmersville,97840.9,84315.5,79594.6,93053.8,109232.8,119305.8,128523.0,144743.3,158874.0,170003.2
Fawnskin,238427.1,213911.7,194738.1,208087.7,229947.1,236628.8,248861.9,270816.8,298634.5,303467.8
Felton,365236.0,345568.2,330191.0,378093.5,426698.2,488778.3,542713.8,593159.2,639639.0,648441.3
Ferndale,394190.0,378065.7,349206.4,352947.0,372605.8,386104.4,419597.6,463744.0,486471.2,490539.1
Fiddletown,200730.4,188933.5,187180.1,214747.3,249937.4,278942.5,317886.9,349045.1,376342.7,387089.9
Fillmore,291878.3,274474.1,256132.2,294647.7,343930.5,374597.5,403780.9,430936.5,457548.6,471625.2
Firebaugh,103897.9,93420.4,98013.1,113883.0,130287.6,144158.4,161087.3,176916.8,194782.2,206018.2
Florence-Graham,156202.6,155354.7,155543.9,181290.6,221232.5,249614.5,270441.3,309142.9,364523.5,399044.2
Florin,112704.4,106499.3,103847.1,138193.2,169500.8,186488.7,216405.1,240318.5,265101.7,276600.3
Folsom,358726.0,329756.4,325892.8,387007.2,429174.9,451593.3,480455.2,512467.2,545641.0,564589.4
Fontana,210109.8,207703.8,203937.2,243635.8,296999.8,318234.0,336306.8,360415.5,392771.3,407569.1
Forbestown,147680.3,138670.7,129915.0,140718.5,155309.4,175234.1,193332.5,207074.3,224499.1,237645.8
Forest Falls,139019.4,127858.8,117600.3,136594.4,162641.8,174807.1,184926.0,211856.1,242798.3,255928.6
Forest Ranch,228886.7,206115.6,200492.9,221152.6,239026.7,254840.5,268898.1,286951.0,302217.2,328315.8
Foresthill,254113.4,230721.1,210471.9,242967.1,278431.9,302823.6,332811.0,365588.9,393300.9,399986.3
Forestville,286813.5,252353.8,244585.6,294202.3,357833.0,403860.9,447149.9,483386.5,524978.2,518261.8
Fort Bragg,308111.8,306268.5,292550.8,313718.1,346433.2,365599.3,394937.8,433495.0,467057.7,491165.6
Fort Jones,150570.4,144282.5,143713.8,150101.8,156188.3,165217.2,177339.0,188004.6,199839.9,210394.2
Fortuna,287997.8,280625.8,256667.4,259119.1,266648.4,272482.6,295532.9,323913.2,339755.6,358569.1
Foster City,734325.8,695305.7,723780.3,866533.4,1005988.8,1186815.4,1304028.4,1365253.2,1558905.4,1503842.0
Fountain Valley,536672.6,509091.0,496529.7,558275.7,606946.8,631432.7,657592.9,717351.4,782076.1,794060.3
Fowler,199570.4,182749.2,182199.6,199276.9,213895.0,230271.4,249774.7,269853.7,287080.3,297653.8
Frazier Park,129659.6,104851.6,95404.0,109989.9,128821.0,139896.1,153317.1,169588.6,190429.6,204588.2
Freedom,241320.6,240048.9,247412.1,297723.6,357308.3,405459.6,442188.2,471384.0,511909.7,527601.2
Fremont,571789.1,534120.9,513293.7,616055.7,716879.8,824034.2,912627.5,968366.9,1122070.3,1104550.7
French Camp,125999.5,118608.2,122123.4,154689.5,192079.6,227859.9,263153.1,296658.3,333098.4,364688.8
Fresno,150796.0,133361.7,133233.9,155153.5,176520.5,187288.5,201227.1,217917.6,240210.7,254347.9
Friant,327598.7,307734.1,311319.1,335264.3,360316.7,382857.6,398019.8,410022.4,433527.6,443673.7
Fullerton,450221.5,422052.0,412381.7,475307.5,526400.5,547462.8,566325.0,615354.9,662273.6,664674.9
Fulton,446897.3,406610.3,391525.2,441981.9,517416.4,560123.7,619316.8,682366.6,742215.6,756336.5
Galt,187785.7,173128.0,167622.0,214312.7,260404.2,286808.2,315854.9,346955.4,378232.5,392093.2
Garberville,359129.1,357391.3,360977.3,351853.4,370121.8,399948.5,442989.5,486775.7,512829.0,530481.0
Garden Acres,73494.7,67750.2,67554.7,87497.9,112527.8,132142.3,155093.5,184497.6,215299.2,236485.6
Garden Grove,358289.8,340865.9,337865.4,394771.2,437944.5,461000.2,482917.2,537281.6,596183.6,609748.7
Garden Valley,231634.5,213312.9,196154.9,220189.1,260913.2,288012.6,315456.0,348350.6,370561.7,376467.6
Gardena,311479.4,290672.9,279865.8,318529.4,360806.8,383784.0,403621.4,453243.0,520468.3,555414.6
Georgetown,212495.8,191211.7,178072.4,199777.7,232235.7,252159.9,279176.5,308277.2,325287.8,333673.8
Geyserville,629018.4,578933.5,557669.5,638275.7,747949.4,831163.3,923184.8,975043.6,1073613.6,1089859.7
Gilroy,379519.2,353223.3,370631.5,473428.0,553005.5,607360.4,656138.7,679416.7,776108.1,784550.0
Glen Ellen,584438.2,547475.2,571472.4,659892.7,766816.4,886215.5,963759.4,988655.6,1065439.3,1058646.6
Glendale,490846.5,461407.6,447449.5,505553.2,565809.9,597011.6,620822.6,683778.2,777493.1,812422.1
Glendora,420577.6,394247.0,385121.0,435986.5,491539.4,520454.8,532400.5,571438.5,620066.8,625999.7
Goleta,587089.1,528410.5,502551.4,599943.3,687593.4,727555.7,772433.6,801505.1,820776.8,828421.6
Gonzales,187798.5,181810.9,175364.1,206796.8,254715.9,293579.1,334969.9,364691.1,389202.0,410828.4
Graeagle,190038.1,186060.3,190801.4,195231.8,214127.8,223211.0,233281.2,254783.7,280661.7,298020.9
Grand Terrace,220271.7,207853.7,194689.3,226336.0,266979.6,285779.9,300080.7,331212.2,370154.3,373129.3
Granite Bay,517855.3,482120.4,495814.0,574405.0,625727.1,650927.9,679072.5,718251.0,759574.1,789467.9
Grass Valley,277294.4,246211.9,232061.1,262626.0,300122.5,324657.6,349589.5,376553.7,407732.5,413216.3
Graton,407536.3,372097.7,351163.3,400556.2,465788.8,511711.1,566115.2,608512.2,665495.9,665492.7
Green Valley,150848.2,142028.0,147878.3,170168.6,201056.2,214175.6,227603.2,259030.5,295093.8,316181.4
Green Valley Lake,137688.1,121174.8,105969.0,121733.8,135020.0,144657.8,153636.6,169932.3,196671.7,207505.0
Greenfield,129847.9,123127.8,125280.2,153712.7,193457.7,226499.5,263100.6,288560.3,315979.5,336487.6
Greenville,121199.0,118583.0,119612.7,124484.9,135315.6,141640.8,157622.1,168823.5,189373.9,204651.3
Greenwood,222822.0,206718.4,200857.6,233279.3,272196.2,299898.7,337172.2,370478.7,387142.8,391024.3
Gridley,149278.2,137706.4,125556.4,141259.0,160235.2,174599.8,191674.2,209079.1,229427.6,253734.6
Grover Beach,305674.6,277772.8,283795.2,336041.5,378621.4,405919.5,433370.4,483344.5,513168.3,520876.1
Guadalupe,177427.1,159818.2,148373.3,179371.5,220607.1,259015.9,294528.9,308842.3,330603.2,345329.8
Gualala,387324.4,374732.6,362079.6,382731.0,415213.8,439077.0,446153.6,490849.6,526759.4,539034.8
Guerneville,248074.0,214032.8,210133.2,257644.2,313694.7,347454.0,395121.5,427589.8,471837.3,465440.6
Gustine,120101.1,112684.9,109365.7,132214.7,165308.8,185368.6,207520.8,233966.2,255805.7,280182.7
Hacienda Heights,403309.1,385987.9,378045.6,432843.9,485490.8,506657.5,514964.8,560098.0,611748.4,631055.8
Half Moon Bay,681300.2,630143.3,632748.8,735367.5,821425.2,929266.9,1042823.9,1102929.4,1212927.5,1189693.4
Hamilton City,77813.0,79062.4,88200.0,100404.3,116482.8,131833.5,147697.5,160931.7,177235.4,195538.6
Hanford,185198.3,162281.4,152387.7,160417.3,173612.2,184000.0,197753.0,216204.2,230845.9,242546.4
Happy Camp,75658.4,72612.6,73042.0,78387.6,79672.7,86380.3,99053.6,100857.0,111329.0,119305.8
Hawaiian Gardens,190336.2,178104.9,173995.5,210690.6,252689.5,276707.9,294641.8,329487.4,381461.1,406163.0
Hawthorne,362841.5,347890.4,333951.2,381638.7,429863.3,456237.4,483505.8,539481.6,624995.4,665409.0
Hayfork,126013.3,124974.5,128439.2,145179.2,155695.2,173381.3,199152.2,230833.7,237468.5,226699.0
Hayward,300951.4,279969.9,269882.8,346671.4,425798.9,480653.0,542211.2,590918.3,670140.5,674787.9
Healdsburg,565482.9,518557.7,494972.6,565601.4,650378.5,730615.7,823049.1,863901.8,932837.3,935581.7
Heber,130643.9,124323.1,133726.1,147584.2,168643.9,185225.0,200717.7,211286.5,224888.9,242187.8
Helendale,132990.2,129493.0,125635.9,142596.6,168025.1,178815.4,188985.5,206818.4,229468.0,233108.9
Hemet,119898.8,116792.4,119780.5,148490.6,177183.9,192955.9,210202.4,230729.1,261256.8,272386.4
Herald,310429.2,269852.6,272042.2,329718.5,375261.8,415121.6,457920.9,506065.6,548739.2,566829.6
Herlong,50445.4,46728.0,45071.6,46733.8,38790.1,47739.4,60950.8,72174.4,85792.8,89511.3
Hermosa Beach,917207.8,884452.0,887001.5,1007903.9,1136109.4,1223863.8,1256636.9,1386469.5,1604620.8,1657989.8
Hesperia,119734.5,116937.9,115153.7,142339.6,176559.7,193912.2,210429.0,236755.2,268819.7,276350.3
Hickman,244901.9,226651.3,220930.0,258466.5,315296.2,352733.2,383179.0,409148.8,441106.5,459445.3
Hidden Hills,1751626.9,1684768.6,1669990.0,1831770.4,2069709.9,2167973.8,2151004.4,2453937.0,3038701.2,3313107.7
Hidden Valley Lake,146315.8,142112.6,145993.2,175643.4,205624.5,227562.9,254571.1,278900.3,306536.9,323106.2
Highland,187129.3,176989.3,170965.8,202397.1,239621.4,260630.4,274971.4,300495.1,334471.5,345727.3
Hillsborough,2083872.1,2038688.6,2438245.8,2949226.8,3339394.5,3741167.7,3938476.6,3997646.6,4285680.9,4206363.5
Hilmar,201827.5,189514.0,173910.3,198041.8,237571.0,263467.8,286452.8,307024.0,324766.8,344546.7
Hinkley,59553.0,48804.8,59337.8,101781.4,128815.2,132844.6,131217.2,154119.3,187950.3,167521.9
Hollister,323151.6,305552.8,297796.0,360678.1,427797.1,469033.4,526129.1,557471.0,581787.9,596704.3
Holtville,137353.7,127618.9,131413.5,134895.7,160353.2,182557.5,200706.3,216391.5,224577.4,241799.8
Homeland,137981.6,130413.7,131511.1,152213.9,179172.5,208616.8,232517.5,254383.5,294234.7,305846.9
Homewood,573976.5,532368.7,538438.8,574781.8,627374.7,677267.3,693270.6,712487.6,759018.7,786694.0
Hornbrook,92173.2,88742.0,88928.3,96552.1,100706.6,107835.2,120500.8,132873.2,142184.1,152807.8
Hughson,203619.7,193479.6,186051.1,221697.0,268228.9,293587.7,315642.0,336925.6,362544.9,376150.4
Huntington Beach,569740.6,534050.2,526544.2,595404.1,651385.7,673390.5,695006.4,757085.5,819191.3,824728.8
Huntington Park,218575.0,209690.5,206488.4,236153.4,277674.9,304599.6,327854.1,366616.0,415950.0,440400.3
Huron,122325.9,104381.3,95587.7,101337.7,116712.2,128706.9,137754.0,152566.0,169130.0,177144.4
Idyllwild,217412.6,193579.8,184129.1,201469.6,220200.2,232505.4,243262.0,271799.9,314777.4,327335.6
Imperial,146370.8,139303.7,146117.8,159142.8,176702.4,192828.0,208089.2,222720.8,236083.9,246604.5
Imperial Beach,277693.1,277022.9,280057.9,332391.0,386674.2,427084.6,483887.2,546333.2,603281.6,619516.6
Indian Wells,630118.1,614607.7,616829.1,680215.2,732825.7,738902.3,720567.8,721715.8,768876.4,793823.9
Indio,187699.1,177249.8,174511.4,206143.6,243332.1,260877.2,271769.2,284629.1,305165.0,319369.3
Inglewood,245540.2,231644.3,225825.2,261539.7,309521.9,335707.6,357999.9,408433.6,495556.8,550059.6
Inverness,731724.0,658074.0,648762.1,759402.8,843120.2,925432.4,1018407.5,1082915.3,1143171.7,1136145.2
Inyokern,123595.1,112858.0,118286.8,135190.9,143402.0,152335.3,160994.7,174050.2,192946.5,198431.4
Ione,173556.5,164245.6,168564.6,194516.0,231345.8,253299.9,282879.0,311500.6,337006.0,346156.7
Irvine,607857.1,576449.3,565126.7,656704.5,743347.9,761797.3,772520.0,828844.5,895995.3,892666.9
Irwindale,232346.5,220139.8,214992.1,259390.9,313995.3,342240.0,368261.5,434541.3,488570.3,504340.3
Isla Vista,751712.2,672038.1,615190.7,692307.2,792760.3,836458.6,881101.7,913441.0,946405.8,928342.8
Isleton,195517.5,160127.7,152335.6,184348.1,210355.0,233035.7,263593.3,281246.1,302907.9,313258.9
Ivanhoe,81017.8,69996.8,64222.6,74504.6,88370.3,96234.8,100105.1,117653.4,131676.5,144704.1
Jackson,200195.4,190558.2,193695.6,216220.3,246830.8,270192.6,295410.4,318665.0,342036.7,350652.6
Jacumba,81866.7,73934.8,83707.8,100748.1,117255.8,140575.2,158744.0,179965.3,197314.3,197310.1
Jamul,460611.9,429421.5,414505.9,473929.4,524448.1,555200.1,597799.0,633395.7,673047.5,660041.5
Janesville,154328.8,154593.9,162997.7,171404.2,175112.0,186505.7,203975.2,222264.6,242908.0,253836.9
Jenner,538774.1,473667.6,459517.9,517573.9,581217.5,648461.2,677860.3,684596.9,722734.5,701124.9
Joshua Tree,95159.8,84198.2,78125.4,88229.3,101892.3,111432.5,121743.8,144700.8,187725.5,202309.4
Julian,253282.8,226240.3,220262.6,256968.3,292422.8,311413.9,335872.3,362909.0,388325.3,393395.8
Jurupa Valley,199594.9,196367.3,197016.9,235499.5,286844.6,317046.7,341423.1,365228.5,403423.5,418042.9
Keene,306503.7,299254.6,308051.5,351519.4,376340.6,384353.1,388424.1,390785.0,408071.2,427234.2
Kelseyville,155551.9,145987.2,147299.8,169750.7,192210.0,211096.1,235392.1,260151.2,284744.0,297520.8
Kennedy,73829.7,68439.0,66559.5,81119.6,107261.5,124254.2,149588.6,176714.5,211307.3,232711.2
Kentfield,1228134.8,1177481.3,1247344.8,1459761.9,1621078.8,1818858.7,1944324.2,1980991.4,2091240.1,2073889.1
Kenwood,595318.6,542731.1,556573.2,650606.4,750896.6,861753.8,949717.2,994715.2,1078632.8,1084351.2
Kerman,153979.2,144046.9,146126.5,162096.2,183396.2,201992.3,220534.2,237236.8,254756.3,266931.0
Kernville,195948.7,190218.2,189290.2,195907.5,203358.1,202343.1,213757.0,219301.6,234129.0,241460.1
Keyes,99766.0,92773.5,89981.6,114959.8,149409.0,177064.1,204286.2,224517.5,244479.5,264341.6
King City,142192.7,133485.9,135234.0,163350.7,207135.8,238995.5,263958.2,284299.8,302284.4,320663.6
Kings Beach,388163.3,335872.8,322488.1,359994.2,403707.9,441515.6,474992.4,505267.8,542563.9,572958.5
Kingsburg,212394.3,187304.8,188673.6,211309.0,234833.5,251119.9,267584.7,284665.0,300277.6,313252.0
Kirkwood,351111.0,343537.9,349093.2,381897.8,403882.9,407200.5,418926.0,425892.5,446547.4,450469.1
Klamath River,120266.6,119344.6,119095.5,127591.8,135024.4,145454.6,161064.6,168177.3,181523.1,188630.9
La Canada Flintridge,1074303.1,1032033.0,1012295.6,1123594.7,1249732.1,1307624.2,1308422.4,1439056.2,1607983.4,1653398.9
La Crescenta-Montrose,590212.9,549318.3,529604.2,594526.1,669330.8,706639.3,723378.0,791112.1,889347.2,915704.1
La Grange,163038.5,156118.9,150305.2,159039.1,186821.4,209034.4,237266.3,263080.9,283647.5,294199.4
La Habra,343269.8,325985.9,319187.4,369756.9,417349.4,443020.0,465479.3,516506.8,564457.0,570336.8
La Habra Heights,667480.8,629516.0,634876.4,711182.5,781987.1,807031.2,796540.7,842629.8,924940.4,941654.1
La Honda,504365.6,447132.1,435364.3,526460.5,608554.9,692960.8,758475.5,816803.8,918278.8,895273.2
La Mesa,359158.4,335441.8,339519.5,397012.4,438429.7,467457.9,500758.0,537142.8,568201.2,573251.7
La Mirada,384409.4,363479.3,350163.5,401770.6,443907.4,464601.3,484808.7,527535.6,583929.9,600411.0
La Palma,500370.3,467563.8,456935.1,510216.8,556353.3,577585.2,598898.7,657498.3,713847.5,727103.1
La Puente,245985.9,236119.9,229496.3,270075.3,317702.4,341852.3,359079.7,397174.8,444847.3,467460.9
La Quinta,343194.7,319886.7,314784.2,352568.2,391740.7,408495.8,407219.7,411546.5,437994.9,453741.3
La Riviera,185200.4,163005.4,152053.1,192082.6,224897.9,240719.9,266171.1,292899.2,322945.4,337442.6
La Verne,434795.0,413497.4,393567.8,441879.5,497761.9,528743.7,544859.4,587411.0,638293.5,647818.0
Ladera Heights,598609.2,565913.3,550578.4,616371.8,690182.4,728915.5,762350.0,852773.4,1004407.1,1094664.5
Ladera Ranch,568172.3,534592.3,517603.6,612204.5,700310.9,708917.5,722403.6,754929.0,805506.4,810641.0
Lafayette,880068.1,830815.2,851468.4,988617.6,1125695.4,1236949.5,1304812.8,1350762.8,1413367.1,1436034.4
Laguna Beach,1259333.9,1177705.7,1153799.6,1334667.9,1516674.6,1587510.3,1552534.0,1718617.9,1916294.9,1872107.4
Laguna Hills,472550.5,443823.5,434187.0,513443.4,578011.5,598109.2,616774.6,667374.4,717269.2,717847.5
Laguna Niguel,551023.4,522778.5,515168.7,596291.1,668361.5,687682.0,708963.2,769488.0,825189.4,816549.0
Lagunitas,467038.2,433470.9,423803.8,508391.2,556703.3,633318.8,696599.0,745649.5,807899.9,793700.9
Lake Arrowhead,268204.9,245787.2,224411.3,241140.1,271393.9,286991.5,295362.0,319934.7,359610.1,364506.8
Lake Elsinore,170997.0,169571.2,171160.6,209156.8,257817.0,280244.0,303015.3,326476.9,355052.1,364809.4
Lake Forest,455295.9,431234.4,417647.0,500476.7,560043.0,581757.9,605815.3,664562.5,714729.2,712609.7
Lake Hughes,135127.8,125820.9,128593.0,158038.8,185268.2,196803.3,212844.9,247445.2,288494.7,305053.1
Lake Isabella,107294.1,96048.8,102702.3,107707.0,111893.9,113788.9,122377.4,129010.7,140681.9,149169.8
Lakeport,170751.5,159190.6,159373.7,179311.5,204202.9,221640.2,244710.7,270150.6,297442.2,310177.2
Lakeside,328804.0,301921.1,303034.7,351068.5,396159.5,425660.3,459897.9,490995.1,512469.0,524928.9
Lakewood,389600.0,362087.6,347226.0,393643.1,436102.2,456703.4,478191.0,521712.6,575456.9,592814.1
Lamont,70308.2,60214.1,60635.8,74225.6,91807.4,101164.1,111124.8,118830.4,129747.6,141593.1
Lancaster,134834.8,128890.7,125600.0,154615.5,187020.4,199222.6,217240.1,244164.0,280577.0,299482.4
Landers,62495.0,51874.4,49906.8,57367.9,60045.1,67097.3,75530.2,91972.7,122345.1,140684.1
Larkspur,920425.8,856780.6,903235.0,1077212.0,1218301.0,1354400.7,1440912.6,1513764.4,1645156.1,1659618.7
Lathrop,187287.4,179134.7,181807.1,230696.9,297513.8,325238.7,360667.6,399233.7,433212.2,448439.3
Laton,198150.7,164423.3,143472.5,149353.7,165559.5,181680.7,204159.6,224311.7,243587.4,258111.2
Lawndale,296546.9,279665.6,273092.7,318320.1,368382.9,395483.7,412813.6,455806.6,525130.0,560075.0
Le Grand,101850.0,91469.2,88652.8,102403.6,126760.9,141112.6,158216.4,177408.2,193021.1,212918.9
Lebec,184100.0,154396.7,151610.9,163329.0,181434.6,188686.0,203434.9,220195.9,243566.8,256385.4
Lemon Grove,249559.7,240760.2,240134.2,287797.8,334093.3,368718.9,402876.4,434902.7,463189.0,485416.6
Lemoore,206580.6,181636.7,169824.2,176295.3,190539.7,201211.5,214899.1,234597.3,247228.7,256893.1
Lewiston,173680.8,176852.9,177553.0,187881.8,202515.5,209145.8,221811.5,243786.7,255619.3,254336.0
Lexington Hills,535003.9,497402.6,520218.9,629273.4,717907.1,798187.5,834685.2,869961.0,1036381.6,1031557.2
Lincoln,288056.6,270219.9,267183.7,326580.4,371751.1,390050.0,413214.6,442103.2,467977.0,483989.2
Lincoln Village,135532.9,123150.3,123469.7,147508.7,180322.7,205395.5,234495.2,260614.2,286127.1,301800.2
Linden,324346.8,293684.8,278240.6,321765.0,367149.3,398949.9,426033.4,458006.4,501759.3,531582.4
Lindsay,117930.8,104079.1,101476.8,111358.4,125548.0,136222.4,149892.2,169088.2,181278.7,192437.1
Littlerock,127808.0,117301.0,114756.1,134734.0,165321.2,185798.3,205795.5,231505.8,269749.6,298199.3
Live Oak,110940.5,107528.3,109030.1,130259.0,162067.7,177408.2,195403.5,219858.7,242476.7,257888.6
Livermore,464194.2,432604.6,423053.4,513963.8,606189.7,676348.5,724879.9,758358.9,824719.9,817998.2
Livingston,125796.6,123200.3,122326.5,147407.6,179403.9,198709.7,220618.2,242042.1,259536.5,278908.6
