City,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Rohnert Park,302275.3,279928.6,265947.8,328387.5,390305.6,427624.2,471464.5,504740.8,557995.1,559304.7
Rolling Hills,1402718.9,1375043.1,1407104.3,1607119.4,1793814.2,1850071.0,1828150.6,1995079.3,2243759.4,2373884.5
Rolling Hills Estates,957399.7,923328.8,904238.5,1010896.1,1108291.8,1132544.4,1136839.7,1219842.3,1338863.0,1369803.8
Rosamond,120629.3,112401.4,113759.6,133992.8,157093.7,168910.7,185547.4,209468.9,239594.1,255871.5
Rosemead,405802.1,384493.5,375274.4,425513.4,473039.2,496687.1,502941.4,543612.6,608635.4,629312.1
Rosemont,163929.4,145129.4,137809.4,177367.1,214944.9,232200.6,259063.3,285951.4,315301.6,330768.5
Roseville,284107.3,266119.7,263069.8,319062.6,361773.1,379559.6,402288.3,430055.4,457145.7,472678.1
Ross,2009537.0,1875000.4,1935009.0,2157403.9,2310813.2,2602358.6,2749924.4,2791472.7,2905715.6,2882709.8
Rough and Ready,289586.4,255392.5,245773.6,275466.1,307793.5,342662.3,374936.5,398450.3,424155.5,432400.1
Rowland Heights,457011.1,435961.6,424197.6,485709.9,551818.9,575811.7,579092.6,615540.3,663683.8,669401.6
Running Springs,137742.4,122943.6,109342.8,119471.6,137640.6,150105.7,162510.1,182038.6,215953.1,223894.5
Sacramento,164356.6,149370.3,145365.0,186027.7,222128.1,243365.5,275734.1,303975.0,330534.9,342821.9
Saint Helena,933909.5,910017.1,882934.2,1010153.0,1100917.3,1198877.1,1296618.1,1361425.9,1434165.1,1461231.8
Salida,159240.4,150387.0,145864.4,180036.1,228977.3,249665.2,272682.9,296917.5,323733.7,341190.4
Salinas,246756.3,237143.9,234877.8,278500.2,337750.3,370551.0,408174.0,440777.4,468437.9,490597.1
San Andreas,125280.8,125475.0,126841.6,142140.5,164437.9,178146.6,200545.8,227090.0,255710.9,263136.3
San Anselmo,730862.0,677400.3,711901.1,848844.4,943533.3,1034863.6,1104200.9,1167813.9,1259759.1,1245153.3
San Bernardino,119384.8,118461.2,115967.9,141019.1,175260.4,194960.7,210678.7,238739.6,275611.0,289502.8
San Bruno,477354.9,440888.0,448694.3,554904.8,638901.2,736664.3,828418.3,895081.7,1027768.9,1041492.9
San Carlos,857567.2,827198.6,875266.7,1071564.4,1275530.5,1498542.7,1621401.2,1688568.2,1908994.2,1861856.3
San Clemente,619816.8,571559.2,569474.1,665914.3,746104.6,773166.2,799581.7,864583.8,932401.7,935027.1
San Diego,401561.7,378433.8,376461.8,438203.5,484564.2,513680.1,548150.0,588067.9,630605.6,642380.1
San Dimas,408350.3,388637.3,373151.7,418927.1,477434.4,509551.9,526689.9,566781.0,619473.0,630936.7
San Fernando,230811.3,229516.6,225161.6,268512.4,313610.4,337297.5,358360.7,396974.0,451794.9,481225.0
San Francisco,669525.1,628446.8,662593.8,799166.0,918964.3,1075753.3,1151329.7,1185362.2,1296882.3,1299272.9
San Gabriel,508404.0,486142.8,485819.6,554712.1,616261.6,643760.5,647189.0,701487.1,777254.2,783384.5
San Geronimo,628454.2,570165.6,539026.4,624358.0,673279.4,757107.0,830364.6,870811.6,934434.3,931841.8
San Jacinto,129514.8,127226.4,128629.6,158524.9,193986.2,210691.1,229438.5,250071.4,279181.9,291944.7
San Joaquin,91268.2,75000.8,76421.9,90979.6,106780.7,116180.6,129049.3,146826.3,163540.0,175835.7
San Jose,463895.6,435699.3,458178.4,570320.6,646116.5,730391.2,783150.1,813893.9,1006491.3,1014061.4
San Juan Bautista,400843.9,377959.9,378411.8,435924.5,508444.2,562696.4,625242.5,651715.2,671844.4,697751.7
San Juan Capistrano,489269.1,457911.8,457514.4,542314.8,614781.4,637163.6,663109.6,715332.5,765114.0,760363.3
San Leandro,355381.7,322684.7,300702.9,373528.3,438135.2,492812.5,555016.5,600970.2,669078.0,674092.5
San Lorenzo,325969.5,296792.6,282684.4,354552.3,420779.6,472649.9,529659.7,576922.7,653320.5,658904.6
San Luis Obispo,483278.9,447154.3,458653.7,529823.1,580557.3,614023.2,644493.9,700474.5,739579.3,749176.3
San Marcos,383715.0,365697.2,359597.3,411506.5,470553.5,507907.8,541475.9,573260.3,605968.3,615749.9
San Marino,1449520.8,1414330.5,1411271.7,1642398.9,1937071.6,2046944.0,1946794.8,2045484.0,2232942.6,2259151.5
San Martin,634078.2,566911.9,590882.7,710726.9,813721.4,910747.3,937098.4,951342.1,1132638.7,1147274.0
San Mateo,656444.3,614691.5,635193.5,773857.1,898499.1,1052284.3,1158574.3,1238667.5,1430179.2,1409430.7
San Miguel,246120.2,224006.8,217072.0,258386.6,297163.1,319140.8,338721.0,375469.5,398316.6,408600.2
San Pablo,139681.1,139398.7,148424.1,200344.3,265389.0,306104.4,357820.4,394802.2,436943.5,459725.0
San Rafael,592121.3,536764.4,552609.1,659753.6,729510.8,807412.1,865809.9,911860.6,984503.3,987858.1
San Ramon,598813.1,606723.8,610996.3,713115.9,812506.3,882701.4,937805.4,976805.4,1046805.5,1061816.9
Sanger,149032.5,135315.7,136176.7,154110.5,175977.1,191685.5,208466.2,225376.6,245860.8,261958.2
Santa Ana,280420.3,270933.2,269049.8,326629.2,375938.7,399638.8,419916.0,468938.9,524812.9,535747.8
Santa Barbara,810797.0,733044.3,705579.3,812590.7,922576.0,989708.7,1047451.4,1071905.5,1108113.3,1113157.1
Santa Clara,522796.0,492673.3,523201.7,649267.9,743979.4,873738.8,951947.3,990671.8,1273106.2,1273954.6
Santa Clarita,369327.0,344730.1,327680.9,376013.9,431867.6,453741.4,474570.2,508526.2,551184.5,562234.6
Santa Cruz,611039.4,571549.1,565573.8,638636.9,704871.6,781895.2,850458.8,909891.4,988183.2,973500.6
Santa Fe Springs,293586.5,281292.1,277110.2,318713.9,357946.8,380464.0,397001.8,437387.7,484809.8,502963.3
Santa Maria,247298.9,224947.5,212670.1,248816.0,293270.3,319382.3,346465.5,364236.4,383841.0,396951.4
Santa Monica,836156.3,800922.6,802472.8,930389.8,1064660.1,1133089.4,1135815.4,1244451.1,1482005.1,1527865.7
Santa Paula,293560.3,278610.1,259901.9,301443.8,350882.5,377971.7,406934.3,435573.7,465581.5,477962.6
Santa Rosa,340889.7,314726.0,299910.1,358409.9,421059.7,464441.6,508950.3,544879.5,600825.7,594486.4
Santa Ynez,897687.6,803810.4,743347.7,822568.3,922414.3,1001277.4,1057963.7,1080063.9,1107056.8,1142967.6
Santa Ysabel,403719.4,364432.0,353796.9,401739.5,438427.0,467488.6,500991.8,541420.9,571478.0,567516.5
Santee,297758.9,280022.5,279509.1,327277.0,380651.0,408561.8,438440.2,469423.2,496714.7,511269.8
Saratoga,1366213.5,1320662.2,1440265.7,1699316.4,1900065.8,2160672.4,2204754.9,2204105.3,2647544.6,2696387.2
Sausalito,784513.9,711534.3,725988.1,859935.4,970126.3,1101698.8,1187370.6,1230743.7,1312461.2,1319112.9
Scotts Valley,606338.5,563730.0,558633.2,637760.5,714341.4,785168.1,844729.9,888932.0,948229.2,949937.9
Seal Beach,406143.4,365843.5,353241.9,397916.2,433924.5,455832.3,476883.6,527925.6,573086.2,583180.9
Seaside,305130.5,283818.5,283250.8,340126.1,388519.0,411746.8,450490.6,488358.8,523526.9,546839.9
Sebastopol,546207.0,507433.3,498391.1,569615.9,639095.4,715319.7,777711.6,824668.5,891687.8,899200.5
Selma,140485.3,125216.6,125594.3,141850.8,160175.9,172282.6,186572.3,199899.5,216642.5,229671.7
Shafter,136811.4,119607.8,119781.0,139767.8,163293.8,179619.4,193970.4,205319.5,220158.9,234531.4
Shaver Lake,353220.3,326263.4,315742.8,332397.8,344871.0,357591.8,376222.7,385166.0,400532.2,407630.0
Sheridan,168280.9,161775.0,161562.5,190899.1,224385.8,250645.1,286020.7,319646.9,345642.0,363955.6
Shingle Springs,314558.1,289383.6,271817.3,317700.8,361789.9,381562.9,411922.3,442549.3,473919.2,491251.3
Sierra City,146014.4,148405.7,146773.6,159658.7,172219.2,186151.2,199314.5,214940.9,231874.7,239952.3
Sierra Madre,661006.7,625458.1,621197.2,700173.7,787139.2,814342.3,827272.1,902497.3,991197.8,1011345.2
Sierraville,164605.7,157573.0,153084.9,169604.2,184242.5,210490.1,239859.3,264877.3,297386.4,312910.5
Signal Hill,354690.2,321356.8,296409.3,337148.8,393671.4,419926.8,431084.0,455609.1,511106.4,532235.3
Silverado,393172.7,364132.5,355898.5,425857.5,499698.9,529951.4,551464.2,614769.8,669296.2,664679.5
Simi Valley,421177.2,400750.2,376069.6,422174.1,471504.6,498908.9,530266.1,559115.6,587343.7,594986.5
Sloughhouse,308900.4,283314.1,289951.7,347213.4,389783.6,415103.1,446297.8,482495.7,516924.0,529136.6
Smartsville,196720.2,183486.1,178334.4,204371.3,244077.0,271536.5,308138.3,331705.4,362973.1,371118.8
Smith River,212503.5,202126.6,198285.5,204834.5,215357.0,230392.7,251185.3,263270.7,290459.2,307108.7
Snelling,164395.3,160591.7,142512.0,166223.0,207240.9,238084.9,257046.4,285863.5,302384.6,322407.9
Soda Springs,381155.0,347853.9,324410.8,354071.0,382283.7,422246.4,447302.1,459802.2,490595.9,511194.7
Solana Beach,818070.7,790125.0,787584.3,882917.5,995793.3,1097618.1,1174586.8,1245113.4,1310989.6,1311012.4
Soledad,168822.3,165622.7,164082.1,194090.8,250429.5,292119.6,327275.2,351220.1,375330.7,396661.1
Solvang,624406.5,554477.5,511265.2,580756.6,639308.8,681262.4,734639.8,761816.6,784754.2,801364.4
Somerset,265641.1,226306.6,199238.5,226005.2,267330.9,292116.7,319167.2,349907.1,373292.5,376078.0
Somis,829977.5,789836.4,715483.7,763608.5,833522.6,868102.7,912291.9,969649.4,1019611.1,1060613.1
Sonoma,485781.3,444004.7,427741.5,497325.4,580077.3,648781.4,711603.3,742943.5,809146.1,803452.5
Soquel,607091.1,555896.2,551404.2,626761.2,699947.1,768434.5,843945.8,884068.0,948813.1,929598.9
South El Monte,281029.0,270987.3,263176.7,300527.8,346139.4,366706.9,383200.7,422328.5,474961.4,490874.8
South Gate,242041.9,234784.6,233189.2,267116.1,310068.6,336348.1,355069.0,392223.1,440418.8,465036.1
South Lake Tahoe,323233.3,288995.3,264985.7,302158.2,346192.9,372601.2,397060.6,426875.8,463525.2,475068.2
South Pasadena,737513.0,708697.4,696806.2,788248.1,893437.5,941988.8,931976.6,1013936.7,1178199.0,1218606.6
South San Francisco,482279.8,446935.9,458779.1,567063.7,649937.2,746064.4,830766.8,887066.0,1014644.7,1017816.0
Spring Valley,268642.7,257474.6,256476.2,307626.7,354012.0,385473.0,420278.6,452897.3,480024.7,491785.0
Springville,214295.3,189509.5,178311.0,196114.3,212623.3,225674.5,240114.6,259222.3,276935.8,285872.9
Squaw Valley,162459.8,145637.6,141432.1,155998.5,169484.5,181891.0,197709.2,214871.2,231885.1,239307.7
Stanford,1139976.4,1122332.1,1233332.2,1457653.3,1703894.0,1984604.3,2055566.8,2104314.6,2468028.5,2470527.7
Stanton,276569.7,266586.2,258044.1,303605.1,346197.6,367363.3,387784.6,429102.8,476820.6,486496.0
Stevinson,188687.9,186155.2,173785.2,193579.3,233510.5,275705.8,313267.9,335237.5,369092.0,391950.4
Stinson Beach,1174509.5,1223941.0,1259781.9,1441598.6,1608532.9,1838791.7,2093904.6,2261489.8,2437797.7,2397260.2
Stirling City,41297.2,47601.4,47300.8,52356.5,58066.0,67108.2,87254.3,97641.5,114837.1,148463.4
Stockton,130752.3,123479.2,121850.8,147426.1,183433.5,204000.2,229484.5,258585.8,289512.9,306215.1
Strathmore,107990.6,93522.2,87855.1,101822.7,113015.8,119882.0,129101.6,145110.3,160518.3,178390.3
Sugarloaf,116320.2,102363.5,92026.8,106529.8,123460.6,131544.0,140705.6,155442.5,182487.9,194391.3
Suisun City,186709.8,175558.3,167603.6,207531.0,265305.7,295180.9,327128.0,361931.8,394997.3,408081.4
Summerland,1233110.3,1109417.3,1027625.9,1156405.6,1305981.7,1436318.7,1579623.8,1617666.2,1657143.6,1637500.9
Sunnyvale,630550.4,599639.9,650976.7,806861.8,949575.5,1148886.9,1233564.0,1265598.6,1621042.8,1609138.3
Sunol,746355.5,688963.2,704161.8,831196.3,904729.2,1006549.8,1141553.5,1191482.8,1271660.3,1210034.8
Susanville,123713.0,119388.4,123312.3,127576.8,131211.4,133644.8,149359.6,162082.6,175280.1,183553.9
Sutter,139923.4,132483.2,135194.7,155154.8,180801.7,196603.5,216764.0,239747.9,262685.2,281580.3
Sutter Creek,227019.6,214508.2,215284.0,235146.6,255280.4,284657.8,312444.7,329705.1,357129.0,376442.3
Taft,76881.3,68472.2,63633.5,76566.3,91359.5,103415.8,112209.0,114453.8,120324.2,126620.1
Taft Mosswood,74163.6,66506.7,67169.4,84517.8,112868.2,135206.6,162204.5,189700.0,227120.0,246963.3
Tahoe City,493103.1,469122.7,477999.0,519650.6,566044.8,614604.9,647923.1,679015.5,720438.7,749926.1
Tahoe Vista,396175.2,346367.0,330963.7,369547.2,398091.8,421536.3,448393.8,476149.4,511176.0,534226.2
Tahoma,418388.2,400403.3,409307.9,445264.1,482510.5,514943.1,541984.7,571292.8,617278.4,635153.5
Tehachapi,189773.6,169234.0,162419.8,180671.1,202511.6,217316.4,235250.5,252463.3,268613.8,280393.3
Temecula,271721.7,269862.0,275442.2,329403.8,380137.3,397298.4,416666.1,438501.0,473668.7,481703.4
Temple City,540382.4,515907.3,508716.8,584510.4,666265.6,690401.1,690235.6,740718.1,811415.3,814859.8
Templeton,385861.9,363179.4,379352.0,435647.0,475088.1,503250.9,534833.8,587127.3,623373.9,633762.8
Terra Bella,112846.4,112832.6,120693.7,139664.6,155382.9,172694.5,186778.8,200052.0,214531.1,232825.4
The Sea Ranch,621348.1,562474.7,596925.6,660103.5,709306.1,769208.7,807603.1,824602.7,857958.4,840771.2
Thermal,79155.6,74357.4,76913.4,84105.8,97146.5,111740.7,127830.3,139779.2,155185.0,164369.1
Thousand Oaks,548572.8,524163.9,490724.0,552030.2,607580.5,633639.6,665592.9,700551.5,732343.5,738732.9
Thousand Palms,103410.8,99216.6,103875.4,125492.3,150133.2,162862.0,181167.8,198711.4,220514.2,233461.7
Three Rivers,276942.5,240253.2,227016.6,238539.7,258350.0,272929.1,288116.5,314599.1,336643.1,357856.0
Tiburon,1333822.7,1277514.9,1356514.5,1564759.6,1748846.1,1954778.1,2056715.7,2091155.9,2249503.1,2243557.3
Tollhouse,238893.5,204419.4,186157.2,200238.1,221793.4,237761.7,254302.4,262803.9,281061.4,293437.2
Tomales,519310.5,470687.1,511971.5,616596.3,689985.1,746677.6,796304.4,840576.7,884461.4,883479.6
Topanga,742931.5,691768.5,633038.2,712682.5,810315.5,850123.0,832758.7,915340.7,1045200.7,1112944.8
Torrance,567282.9,541503.0,526613.2,589298.4,640792.7,662422.6,679791.5,739432.6,815812.3,841905.5
Tracy,246619.1,236990.9,242882.9,312239.7,381909.8,407466.0,440691.4,469956.9,514024.8,531572.6
Tranquillity,106049.5,90590.6,89369.4,103529.8,115846.0,125086.8,142211.4,159181.0,179430.1,198991.0
Trinidad,504713.8,492942.4,439793.5,432822.3,442081.0,456423.8,490828.8,548676.5,582639.2,588309.9
Trinity Center,164937.2,164017.9,173079.7,192447.3,208055.9,219201.1,230679.9,243114.3,248156.3,252626.7
Trona,19574.4,19592.3,21077.6,22719.9,24654.7,25905.8,31083.7,40366.9,53398.1,51614.0
Truckee,466656.9,442036.5,423311.9,460394.3,509048.5,539220.6,559687.0,599779.1,641360.9,661928.2
Tulare,133913.9,119992.5,119583.0,139257.1,157816.4,165818.9,178323.6,197548.0,209889.4,220870.2
Tulelake,70549.3,67747.2,64889.8,65448.3,70992.9,75139.7,80722.0,88043.3,97043.0,106876.0
Turlock,177140.9,167097.6,162943.5,194571.3,238069.0,262503.0,283021.4,303565.1,327031.1,341764.6
Tustin,454501.0,428757.0,418133.0,487195.5,547860.6,571655.0,593230.0,642777.8,693894.6,695482.3
Twentynine Palms,104149.7,90242.1,85293.4,87882.1,95855.0,101000.6,103554.2,116157.8,139607.8,144651.8
Twin Bridges,162339.2,150004.3,144294.3,175685.6,212379.1,234395.2,261416.2,284456.6,309967.7,319212.8
Ukiah,286899.7,272685.2,266794.1,291030.4,323125.9,343585.8,373441.7,406136.1,433872.5,458200.8
Union City,444894.5,413071.7,393518.8,488451.1,573007.6,650252.3,720078.5,773075.3,896312.1,897514.2
Upland,352178.4,344105.7,332143.2,378215.6,431681.1,454200.6,465432.2,506686.1,547184.6,552770.7
Upper Lake,162731.8,149547.2,148464.0,171359.5,196781.6,217753.3,246166.6,269154.1,292717.1,304654.5
Vacaville,248917.5,233178.7,225781.8,275710.9,334590.8,364455.7,392921.6,421306.0,454224.7,468573.2
Valinda,278581.8,268076.3,255615.3,300847.7,348604.3,372241.8,390470.5,428045.3,478792.1,502366.4
Vallejo,167332.2,155116.1,148126.0,186822.6,241572.7,279135.6,321328.2,356729.1,397893.7,412439.3
Valley Center,421858.1,390382.1,384725.9,438976.8,487705.5,517666.8,552840.9,585457.4,624942.9,624917.9
Valley Springs,162461.5,160652.4,161350.8,186706.7,228375.1,252741.1,280572.5,305894.1,333287.0,346042.5
Ventura,437322.0,410447.6,375885.8,423179.3,475853.2,503414.1,536247.0,569635.6,598804.4,609135.3
Victorville,117790.9,115563.5,114576.8,139718.1,172471.3,185246.2,200015.2,225102.0,252460.7,262808.9
View Park-Windsor Hills,443620.1,420634.6,407799.6,463834.8,526347.3,567186.8,595286.9,661750.9,780228.8,866460.1
Villa Park,971518.2,917275.5,862215.8,966045.5,1057572.5,1098417.0,1111688.8,1191244.6,1286112.0,1285813.4
Visalia,162624.2,146429.2,144480.5,167661.4,187000.6,196342.9,209425.2,228623.5,243615.4,255003.7
Vista,321869.3,309247.5,304591.5,357677.8,406788.8,437854.9,470630.7,503304.9,532754.2,544957.1
Volcano,172517.2,166464.9,171095.2,198530.4,227371.4,249915.9,275056.8,301568.9,325945.2,334830.2
Walnut,591116.1,569027.0,557255.6,642284.9,734646.3,762583.4,751350.8,789593.1,833383.9,830204.1
Walnut Creek,485268.8,433689.5,439750.7,547846.5,632124.4,691937.8,739953.0,781498.2,833325.9,841184.1
Walnut Grove,263077.9,229232.3,226455.9,277372.0,312059.1,343711.3,372054.4,403558.9,434212.4,444675.7
Warner Springs,253013.0,224923.8,219570.1,284374.0,289114.3,305133.1,338452.2,370092.1,405139.1,400829.9
Wasco,105214.1,94482.4,97674.6,115052.1,136052.1,150171.3,162456.8,171730.8,182873.5,194615.3
Waterford,130753.1,120804.1,117283.1,144282.7,180286.7,199893.0,225485.9,249836.5,273063.0,285594.8
Watsonville,328885.6,313457.9,318680.4,376488.8,438949.3,485491.0,528939.5,566880.2,610774.3,623427.7
Weaverville,161594.2,161272.8,164656.1,178781.3,194297.8,204592.2,215873.3,235318.9,253933.2,253377.7
Weed,135586.0,129122.7,127351.5,136462.1,150170.2,153422.8,166391.4,186571.6,204939.9,218608.0
Weldon,83869.7,80647.7,85349.2,93386.3,102455.5,108303.4,112187.3,120741.6,130245.3,136997.1
West Athens,249279.1,231827.8,225613.2,253144.6,295965.2,322200.4,343924.5,386596.3,446649.3,483489.5
West Carson,322000.6,300582.3,285159.5,332461.5,377695.9,397043.9,414672.5,459692.1,516668.3,542003.2
West Compton,219114.8,210415.0,215261.2,250290.8,303629.6,323897.9,345070.9,391559.9,448606.9,479359.8
West Covina,357576.5,340456.5,325249.3,372442.2,423645.4,445917.1,461027.6,501784.9,553817.0,570472.8
West Hollywood,568686.8,527279.6,507644.9,587968.6,672293.3,717019.8,742157.5,809620.7,911185.7,949095.7
West Point,97125.0,97645.8,99131.8,107103.4,128176.0,141987.2,170089.1,193017.0,212934.4,227475.2
West Puente Valley,266435.8,251878.5,242994.2,287754.7,334693.9,357269.9,371961.6,409463.0,464575.5,483208.6
West Sacramento,219053.4,197587.2,181625.7,217325.4,258954.3,283643.4,312032.8,348739.6,376944.8,387774.1
Westlake Village,700152.7,666954.3,655428.7,742460.8,827621.6,865848.2,891407.0,943150.4,1003391.3,1013228.8
Westminster,436867.9,412279.9,402087.3,459432.0,507961.0,533885.0,555137.6,607713.7,664840.8,676782.2
Westmont,203049.6,197050.9,194905.4,222350.5,265884.8,294601.8,315931.9,355700.0,419247.8,458007.6
Westwood,193632.9,188483.4,198376.3,205691.3,215041.7,218475.4,234636.6,249343.1,278189.2,293285.3
Wheatland,153691.8,146348.9,146175.2,167213.0,206744.6,225250.8,244871.7,271127.3,295838.3,312118.9
White Water,84886.3,79205.9,79190.0,92528.8,113569.3,129636.1,148214.1,168346.6,198336.6,212130.8
Whitethorn,277976.0,270574.8,248971.0,257654.1,284855.1,297454.2,326547.8,351531.8,367500.5,374061.8
Whittier,335493.6,318978.0,311799.1,355211.3,401235.5,426161.0,446811.5,487428.6,535918.4,552625.8
Wildomar,207738.9,205201.8,208733.3,253107.2,303690.4,325244.3,348321.3,372686.9,400386.3,409972.0
Williams,134488.0,128932.8,129311.1,148301.7,166011.6,179777.7,199125.7,216306.5,236022.5,253652.1
Willits,211833.6,204201.6,199715.1,220343.6,244254.7,262320.3,294216.1,322598.6,343883.7,352668.9
Willow Creek,244864.4,240491.0,233782.2,246486.7,254130.4,263090.3,283843.9,311537.9,325389.6,329625.4
Willowbrook,171298.8,172286.5,171104.6,195637.7,237775.8,264999.0,289581.5,330982.5,383979.1,424188.0
Willows,124404.3,121329.0,117608.1,132504.8,144516.2,154149.5,169934.7,182107.6,202155.6,223324.3
Wilseyville,100820.4,100570.0,99554.7,112405.3,133886.8,151401.5,178536.6,200009.6,213326.4,220809.6
Wilton,381354.3,330938.5,333803.5,403054.7,458944.5,509331.1,551048.0,594141.0,640089.2,659935.4
Winchester,239809.8,237710.4,237490.5,283431.8,334905.2,351762.8,374157.7,398476.6,427309.2,435457.0
Windsor,382371.6,356491.8,338847.8,402935.3,467384.5,507771.7,559353.0,601115.1,661277.7,661992.7
Winters,265434.6,246504.8,233803.0,270249.1,313738.0,347432.1,384266.4,422849.6,449086.0,466166.9
Winton,84411.6,79998.6,77267.0,96636.2,123303.1,138351.4,153301.6,171581.6,192830.4,216046.7
Wofford Heights,116425.2,113711.7,120274.6,129514.2,135836.7,135975.0,139256.9,145408.7,152888.8,163333.5
Woodacre,539068.7,485067.2,466234.5,553185.5,609573.1,680729.0,743120.1,783501.3,849210.3,842643.4
Woodbridge,242520.8,222433.3,219439.3,259422.4,302323.3,329691.7,349063.6,373597.0,407492.6,423440.0
Woodlake,130655.5,110405.3,105574.4,117472.5,133284.4,143752.0,154168.5,169721.2,180184.1,195126.6
Woodland,262440.9,235941.5,218888.6,249176.4,288139.2,307135.6,333474.8,368790.8,397103.0,411641.6
Woodside,1607402.9,1628071.8,1745843.3,2060174.7,2342147.1,2626813.2,2800533.9,2817848.0,2991969.1,2977233.9
Wrightwood,213543.3,185055.8,163731.5,185347.3,219255.2,235132.7,248198.4,275207.7,310635.1,312971.9
Yermo,46836.4,41644.8,39249.1,45026.1,52977.5,54625.5,57059.6,71027.5,101357.4,104907.1
Yorba Linda,610301.0,573087.0,556968.9,632388.4,708201.9,725851.2,741431.0,798790.2,851558.7,846823.6
Yountville,620636.9,590615.5,574237.7,646431.6,710926.7,804310.8,864163.2,915109.8,964335.2,992205.4
Yreka,141415.0,134164.9,132623.3,136323.6,142933.8,146663.0,155553.3,163145.6,174738.5,190141.5
Yuba City,154288.0,148358.0,150799.3,175069.4,206869.6,222405.7,240476.2,267727.7,292844.2,307497.6
Yucaipa,217699.6,202350.2,194634.8,226366.7,268443.8,289755.2,306504.9,336133.9,371743.9,379896.7
Yucca Valley,113291.7,103468.5,97964.5,108928.0,123902.9,132496.1,141398.5,161270.1,194505.4,204356.4
